transaction_id,customer_id,event_type,timestamp,properties,note
ac1-lm-016,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-07T12:00:00+09:00,"{""input_tokens"": 116, ""output_tokens"": 66, ""model"": ""claude-sonnet-5""}",
ac1-lm-017,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-08T13:00:00+09:00,"{""input_tokens"": 117, ""output_tokens"": 67, ""model"": ""claude-sonnet-5""}",
ac1-lm-018,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-09T14:00:00+09:00,"{""input_tokens"": 118, ""output_tokens"": 68, ""model"": ""claude-sonnet-5""}",
ac1-lm-019,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-10T15:00:00+09:00,"{""input_tokens"": 119, ""output_tokens"": 69, ""model"": ""claude-sonnet-5""}",
ac1-lm-020,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-11T16:00:00+09:00,"{""input_tokens"": 120, ""output_tokens"": 70, ""model"": ""claude-sonnet-5""}",
ac1-lm-021,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-02T17:00:00+09:00,"{""input_tokens"": 121, ""output_tokens"": 71, ""model"": ""claude-sonnet-5""}",
ac1-lm-022,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-03T18:00:00+09:00,"{""input_tokens"": 122, ""output_tokens"": 72, ""model"": ""claude-sonnet-5""}",
ac1-lm-023,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-04T19:00:00+09:00,"{""input_tokens"": 123, ""output_tokens"": 73, ""model"": ""claude-sonnet-5""}",
ac1-lm-024,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-05T20:00:00+09:00,"{""input_tokens"": 124, ""output_tokens"": 74, ""model"": ""claude-sonnet-5""}",
ac1-lm-025,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-06T09:00:00+09:00,"{""input_tokens"": 125, ""output_tokens"": 75, ""model"": ""claude-sonnet-5""}",
ac1-lm-026,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-07T10:00:00+09:00,"{""input_tokens"": 126, ""output_tokens"": 76, ""model"": ""claude-sonnet-5""}",
ac1-lm-027,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-08T11:00:00+09:00,"{""input_tokens"": 127, ""output_tokens"": 77, ""model"": ""claude-sonnet-5""}",
ac1-lm-028,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-09T12:00:00+09:00,"{""input_tokens"": 128, ""output_tokens"": 78, ""model"": ""claude-sonnet-5""}",
ac1-lm-029,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-10T13:00:00+09:00,"{""input_tokens"": 129, ""output_tokens"": 79, ""model"": ""claude-sonnet-5""}",
ac1-lm-030,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-11T14:00:00+09:00,"{""input_tokens"": 130, ""output_tokens"": 80, ""model"": ""claude-sonnet-5""}",
ac1-lm-031,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-02T15:00:00+09:00,"{""input_tokens"": 131, ""output_tokens"": 81, ""model"": ""claude-sonnet-5""}",
ac1-lm-032,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-03T16:00:00+09:00,"{""input_tokens"": 132, ""output_tokens"": 82, ""model"": ""claude-sonnet-5""}",
ac1-lm-033,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-04T17:00:00+09:00,"{""input_tokens"": 133, ""output_tokens"": 83, ""model"": ""claude-sonnet-5""}",
ac1-lm-034,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-05T18:00:00+09:00,"{""input_tokens"": 134, ""output_tokens"": 84, ""model"": ""claude-sonnet-5""}",
ac1-lm-035,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-06T19:00:00+09:00,"{""input_tokens"": 135, ""output_tokens"": 85, ""model"": ""claude-sonnet-5""}",
ac1-lm-036,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-07T20:00:00+09:00,"{""input_tokens"": 136, ""output_tokens"": 86, ""model"": ""claude-sonnet-5""}",
ac1-lm-037,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-08T09:00:00+09:00,"{""input_tokens"": 137, ""output_tokens"": 87, ""model"": ""claude-sonnet-5""}",
ac1-lm-038,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-09T10:00:00+09:00,"{""input_tokens"": 138, ""output_tokens"": 88, ""model"": ""claude-sonnet-5""}",
ac1-lm-039,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-10T11:00:00+09:00,"{""input_tokens"": 139, ""output_tokens"": 89, ""model"": ""claude-sonnet-5""}",
ac1-lm-040,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-11T12:00:00+09:00,"{""input_tokens"": 140, ""output_tokens"": 90, ""model"": ""claude-sonnet-5""}",
ac1-lm-041,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-02T13:00:00+09:00,"{""input_tokens"": 241, ""model"": ""claude-haiku-4-5""}",
ac1-lm-042,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-03T14:00:00+09:00,"{""input_tokens"": 242, ""model"": ""claude-haiku-4-5""}",
ac1-lm-043,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-04T15:00:00+09:00,"{""input_tokens"": 243, ""model"": ""claude-haiku-4-5""}",
ac1-lm-044,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-05T16:00:00+09:00,"{""input_tokens"": 244, ""model"": ""claude-haiku-4-5""}",
ac1-lm-045,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-06T17:00:00+09:00,"{""input_tokens"": 245, ""model"": ""claude-haiku-4-5""}",
ac1-lm-046,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-07T18:00:00+09:00,"{""input_tokens"": 246, ""model"": ""claude-haiku-4-5""}",
ac1-lm-047,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-08T19:00:00+09:00,"{""input_tokens"": 247, ""model"": ""claude-haiku-4-5""}",
ac1-lm-048,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-09T20:00:00+09:00,"{""input_tokens"": 248, ""model"": ""claude-haiku-4-5""}",
ac1-lm-049,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-10T09:00:00+09:00,"{""input_tokens"": 249, ""model"": ""claude-haiku-4-5""}",
ac1-lm-050,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-11T10:00:00+09:00,"{""input_tokens"": 250, ""model"": ""claude-haiku-4-5""}",
ac1-lm-051,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-02T11:00:00+09:00,"{""input_tokens"": 251, ""model"": ""claude-haiku-4-5""}",
ac1-lm-052,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-03T12:00:00+09:00,"{""input_tokens"": 252, ""model"": ""claude-haiku-4-5""}",
ac1-lm-053,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-04T13:00:00+09:00,"{""input_tokens"": 253, ""model"": ""claude-haiku-4-5""}",
ac1-lm-054,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-05T14:00:00+09:00,"{""input_tokens"": 254, ""model"": ""claude-haiku-4-5""}",
ac1-lm-055,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-06T15:00:00+09:00,"{""input_tokens"": 255, ""model"": ""claude-haiku-4-5""}",
ac1-lm-056,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-07T16:00:00+09:00,"{""input_tokens"": 256, ""model"": ""claude-haiku-4-5""}",
ac1-lm-057,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-08T17:00:00+09:00,"{""input_tokens"": 257, ""model"": ""claude-haiku-4-5""}",
ac1-lm-058,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-09T18:00:00+09:00,"{""input_tokens"": 258, ""model"": ""claude-haiku-4-5""}",
ac1-lm-059,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-10T19:00:00+09:00,"{""input_tokens"": 259, ""model"": ""claude-haiku-4-5""}",
ac1-lm-060,008cd6a7-6ff9-505d-9421-747e7d2d62aa,llm_request,2026-08-11T20:00:00+09:00,"{""input_tokens"": 260, ""model"": ""claude-haiku-4-5""}",
ac1-net-061,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-02T09:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-net-062,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-03T10:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-net-063,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-04T11:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-net-064,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-05T12:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-net-065,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-06T13:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-net-066,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-07T14:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-net-067,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-08T15:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-net-068,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-09T16:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-net-069,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-10T17:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-net-070,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-11T18:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-net-071,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-02T19:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-net-072,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-03T20:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-net-073,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-04T09:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-net-074,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-05T10:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-net-075,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-06T11:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-net-076,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-07T12:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-net-077,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-08T13:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-net-078,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-09T14:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-net-079,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-10T15:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-net-080,8c525322-2712-5b5f-aa1a-435a7ff9fe97,network_traffic,2026-08-11T16:00:00+09:00,"{""egress_gb"": 1.25, ""region"": ""ap-northeast-2""}",
ac1-lm-001,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-02T09:00:00+09:00,"{""input_tokens"": 101, ""output_tokens"": 51, ""model"": ""claude-sonnet-5""}",여기부터 20건은 같은 transaction_id 재전송(중복)
ac1-lm-002,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-03T10:00:00+09:00,"{""input_tokens"": 102, ""output_tokens"": 52, ""model"": ""claude-sonnet-5""}",
ac1-lm-003,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-04T11:00:00+09:00,"{""input_tokens"": 103, ""output_tokens"": 53, ""model"": ""claude-sonnet-5""}",
ac1-lm-004,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-05T12:00:00+09:00,"{""input_tokens"": 104, ""output_tokens"": 54, ""model"": ""claude-sonnet-5""}",
ac1-lm-005,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-06T13:00:00+09:00,"{""input_tokens"": 105, ""output_tokens"": 55, ""model"": ""claude-sonnet-5""}",
ac1-lm-006,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-07T14:00:00+09:00,"{""input_tokens"": 106, ""output_tokens"": 56, ""model"": ""claude-sonnet-5""}",
ac1-lm-007,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-08T15:00:00+09:00,"{""input_tokens"": 107, ""output_tokens"": 57, ""model"": ""claude-sonnet-5""}",
ac1-lm-008,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-09T16:00:00+09:00,"{""input_tokens"": 108, ""output_tokens"": 58, ""model"": ""claude-sonnet-5""}",
ac1-lm-009,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-10T17:00:00+09:00,"{""input_tokens"": 109, ""output_tokens"": 59, ""model"": ""claude-sonnet-5""}",
ac1-lm-010,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-11T18:00:00+09:00,"{""input_tokens"": 110, ""output_tokens"": 60, ""model"": ""claude-sonnet-5""}",
ac1-lm-011,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-02T19:00:00+09:00,"{""input_tokens"": 111, ""output_tokens"": 61, ""model"": ""claude-sonnet-5""}",
ac1-lm-012,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-03T20:00:00+09:00,"{""input_tokens"": 112, ""output_tokens"": 62, ""model"": ""claude-sonnet-5""}",
ac1-lm-013,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-04T09:00:00+09:00,"{""input_tokens"": 113, ""output_tokens"": 63, ""model"": ""claude-sonnet-5""}",
ac1-lm-014,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-05T10:00:00+09:00,"{""input_tokens"": 114, ""output_tokens"": 64, ""model"": ""claude-sonnet-5""}",
ac1-lm-015,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-06T11:00:00+09:00,"{""input_tokens"": 115, ""output_tokens"": 65, ""model"": ""claude-sonnet-5""}",
ac1-lm-016,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-07T12:00:00+09:00,"{""input_tokens"": 116, ""output_tokens"": 66, ""model"": ""claude-sonnet-5""}",
ac1-lm-017,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-08T13:00:00+09:00,"{""input_tokens"": 117, ""output_tokens"": 67, ""model"": ""claude-sonnet-5""}",
ac1-lm-018,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-09T14:00:00+09:00,"{""input_tokens"": 118, ""output_tokens"": 68, ""model"": ""claude-sonnet-5""}",
ac1-lm-019,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-10T15:00:00+09:00,"{""input_tokens"": 119, ""output_tokens"": 69, ""model"": ""claude-sonnet-5""}",
ac1-lm-020,35bc8d12-9d38-57ab-bc9b-bbd35d779a26,llm_request,2026-08-11T16:00:00+09:00,"{""input_tokens"": 120, ""output_tokens"": 70, ""model"": ""claude-sonnet-5""}",
